date,transaction_id,event_name,source,medium,page_path
2026-07-06,T05000,purchase,(direct),(none),/trial/confirmed
2026-07-06,T05001,purchase,google,cpc,/contact/sent
2026-07-06,T05002,purchase,linkedin,paid-social,/contact/sent
2026-07-06,T05003,purchase,linkedin,paid-social,/contact/sent
2026-07-06,T05004,purchase,(direct),(none),/demo/thank-you
2026-07-06,T05005,purchase,bing,cpc,/contact/sent
2026-07-06,T05006,purchase,linkedin,paid-social,/trial/confirmed
2026-07-07,T06000,purchase,newsletter,email,/checkout/success
2026-07-07,T06001,generate_lead,bing,cpc,/contact/sent
2026-07-07,T06002,purchase,google,cpc,/demo/thank-you
2026-07-07,T06003,purchase,linkedin,paid-social,/contact/sent
2026-07-07,T06004,purchase,(direct),(none),/contact/sent
2026-07-07,T06005,purchase,newsletter,email,/contact/sent
2026-07-07,T06006,purchase,linkedin,paid-social,/contact/sent
2026-07-07,T06007,generate_lead,(direct),(none),/trial/confirmed
2026-07-07,T06008,purchase,newsletter,email,/checkout/success
2026-07-08,T07000,purchase,bing,cpc,/contact/sent
2026-07-08,T07001,purchase,(direct),(none),/demo/thank-you
2026-07-08,T07002,purchase,google,cpc,/trial/confirmed
2026-07-08,T07003,purchase,google,cpc,/checkout/success
2026-07-08,T07004,purchase,bing,cpc,/checkout/success
2026-07-08,T07005,purchase,linkedin,paid-social,/trial/confirmed
2026-07-08,T07006,purchase,google,cpc,/demo/thank-you
2026-07-08,T07007,purchase,linkedin,paid-social,/contact/sent
2026-07-08,T07008,purchase,bing,cpc,/checkout/success
2026-07-08,T07009,purchase,bing,cpc,/demo/thank-you
2026-07-08,T07010,purchase,bing,cpc,/demo/thank-you
2026-07-09,T08000,purchase,newsletter,email,/demo/thank-you
2026-07-09,T08001,purchase,bing,cpc,/trial/confirmed
2026-07-09,T08002,purchase,linkedin,paid-social,/checkout/success
2026-07-09,T08003,purchase,newsletter,email,/demo/thank-you
2026-07-09,T08004,purchase,newsletter,email,/contact/sent
2026-07-09,T08005,purchase,newsletter,email,/contact/sent
2026-07-09,T08006,generate_lead,newsletter,email,/trial/confirmed
2026-07-09,T08007,purchase,linkedin,paid-social,/contact/sent
2026-07-09,T08008,purchase,newsletter,email,/contact/sent
2026-07-10,T09000,purchase,bing,cpc,/demo/thank-you
2026-07-10,T09001,purchase,newsletter,email,/trial/confirmed
2026-07-10,T09002,purchase,(direct),(none),/checkout/success
2026-07-10,T09003,purchase,google,cpc,/checkout/success
2026-07-10,T09004,purchase,(direct),(none),/demo/thank-you
2026-07-10,T09005,purchase,(direct),(none),/contact/sent
2026-07-10,T09006,purchase,linkedin,paid-social,/demo/thank-you
2026-07-10,T09007,purchase,bing,cpc,/trial/confirmed
2026-07-11,T10000,purchase,(direct),(none),/contact/sent
2026-07-11,T10001,purchase,(direct),(none),/checkout/success
2026-07-11,T10002,purchase,linkedin,paid-social,/checkout/success
2026-07-11,T10003,purchase,google,cpc,/demo/thank-you
2026-07-11,T10004,purchase,linkedin,paid-social,/checkout/success
2026-07-11,T10005,purchase,(direct),(none),/checkout/success
2026-07-11,T10006,purchase,google,cpc,/contact/sent
2026-07-11,T10007,purchase,linkedin,paid-social,/trial/confirmed
2026-07-11,T10008,purchase,newsletter,email,/demo/thank-you
2026-07-12,T11000,purchase,linkedin,paid-social,/checkout/success
2026-07-12,T11001,purchase,google,cpc,/trial/confirmed
2026-07-12,T11002,purchase,bing,cpc,/trial/confirmed
2026-07-12,T11003,purchase,linkedin,paid-social,/checkout/success
2026-07-12,T11004,purchase,bing,cpc,/trial/confirmed
2026-07-12,T11005,purchase,linkedin,paid-social,/demo/thank-you
2026-07-12,T11006,purchase,google,cpc,/demo/thank-you
2026-07-12,T11007,generate_lead,(direct),(none),/trial/confirmed
2026-07-12,T11008,purchase,(direct),(none),/checkout/success
2026-07-12,T11009,purchase,google,cpc,/contact/sent
2026-07-12,T11010,purchase,newsletter,email,/demo/thank-you
2026-07-13,T12000,purchase,newsletter,email,/trial/confirmed
2026-07-13,T12001,purchase,bing,cpc,/checkout/success
2026-07-13,T12002,purchase,linkedin,paid-social,/contact/sent
2026-07-13,T12003,purchase,google,cpc,/trial/confirmed
2026-07-13,T12004,purchase,google,cpc,/contact/sent
2026-07-13,T12005,purchase,linkedin,paid-social,/trial/confirmed
2026-07-13,T12006,generate_lead,bing,cpc,/checkout/success
2026-07-13,T12007,purchase,newsletter,email,/demo/thank-you
2026-07-14,T13000,purchase,newsletter,email,/contact/sent
2026-07-14,T13001,purchase,google,cpc,/trial/confirmed
2026-07-14,T13002,purchase,newsletter,email,/checkout/success
2026-07-14,T13003,generate_lead,linkedin,paid-social,/checkout/success
2026-07-14,T13004,purchase,(direct),(none),/checkout/success
2026-07-14,T13005,generate_lead,newsletter,email,/checkout/success
2026-07-14,T13006,purchase,linkedin,paid-social,/contact/sent
2026-07-14,T13007,generate_lead,newsletter,email,/contact/sent
2026-07-14,T13008,purchase,google,cpc,/checkout/success
2026-07-14,T13009,purchase,google,cpc,/trial/confirmed
2026-07-15,T14000,purchase,(direct),(none),/contact/sent
2026-07-15,T14001,purchase,google,cpc,/demo/thank-you
2026-07-15,T14002,generate_lead,(direct),(none),/contact/sent
2026-07-15,T14003,purchase,linkedin,paid-social,/trial/confirmed
2026-07-15,T14004,purchase,(direct),(none),/demo/thank-you
2026-07-15,T14005,purchase,newsletter,email,/contact/sent
2026-07-15,T14006,generate_lead,(direct),(none),/trial/confirmed
2026-07-15,T14007,purchase,bing,cpc,/contact/sent
2026-07-15,T14008,purchase,google,cpc,/checkout/success
2026-07-16,T15000,purchase,bing,cpc,/trial/confirmed
2026-07-16,T15001,purchase,(direct),(none),/demo/thank-you
2026-07-16,T15002,purchase,google,cpc,/trial/confirmed
2026-07-16,T15003,purchase,(direct),(none),/contact/sent
2026-07-16,T15004,purchase,(direct),(none),/demo/thank-you
2026-07-16,T15005,purchase,newsletter,email,/demo/thank-you
2026-07-16,T15006,purchase,newsletter,email,/checkout/success
2026-07-17,T16000,generate_lead,google,cpc,/trial/confirmed
2026-07-17,T16001,generate_lead,bing,cpc,/contact/sent
2026-07-17,T16002,purchase,linkedin,paid-social,/checkout/success
2026-07-17,T16003,purchase,linkedin,paid-social,/trial/confirmed
2026-07-17,T16004,generate_lead,bing,cpc,/trial/confirmed
2026-07-17,T16005,purchase,(direct),(none),/trial/confirmed
2026-07-17,T16006,purchase,newsletter,email,/trial/confirmed
2026-07-17,T16007,purchase,google,cpc,/contact/sent
2026-07-17,T16008,purchase,(direct),(none),/contact/sent
2026-07-17,T16009,purchase,bing,cpc,/trial/confirmed
2026-07-18,T17000,purchase,linkedin,paid-social,/contact/sent
2026-07-18,T17001,purchase,bing,cpc,/demo/thank-you
2026-07-18,T17002,purchase,bing,cpc,/checkout/success
2026-07-18,T17003,purchase,linkedin,paid-social,/contact/sent
2026-07-18,T17004,purchase,(direct),(none),/demo/thank-you
2026-07-18,T17005,purchase,linkedin,paid-social,/demo/thank-you
2026-07-18,T17006,purchase,bing,cpc,/contact/sent
2026-07-18,T17007,generate_lead,google,cpc,/demo/thank-you
2026-07-18,T17008,purchase,google,cpc,/trial/confirmed
2026-07-18,T17009,purchase,google,cpc,/checkout/success
2026-07-19,T18000,purchase,bing,cpc,/checkout/success
2026-07-19,T18001,purchase,(direct),(none),/checkout/success
2026-07-19,T18002,purchase,newsletter,email,/checkout/success
2026-07-19,T18003,purchase,google,cpc,/trial/confirmed
2026-07-19,T18004,purchase,google,cpc,/checkout/success
2026-07-19,T18005,purchase,newsletter,email,/checkout/success
2026-07-19,T18006,purchase,(direct),(none),/checkout/success
2026-07-19,T18007,purchase,(direct),(none),/checkout/success
2026-07-19,T18008,purchase,bing,cpc,/contact/sent
2026-07-19,T18009,purchase,linkedin,paid-social,/demo/thank-you
2026-07-20,T19000,purchase,(direct),(none),/checkout/success
2026-07-20,T19001,generate_lead,linkedin,paid-social,/contact/sent
2026-07-20,T19002,purchase,(direct),(none),/demo/thank-you
2026-07-20,T19003,generate_lead,(direct),(none),/checkout/success
2026-07-20,T19004,generate_lead,newsletter,email,/trial/confirmed
2026-07-20,T19005,purchase,(direct),(none),/trial/confirmed
2026-07-20,T19006,purchase,(direct),(none),/demo/thank-you
2026-07-20,T19007,purchase,(direct),(none),/trial/confirmed
2026-07-21,T20000,purchase,bing,cpc,/checkout/success
2026-07-21,T20001,purchase,linkedin,paid-social,/trial/confirmed
2026-07-21,T20002,purchase,newsletter,email,/checkout/success
2026-07-21,T20003,purchase,google,cpc,/demo/thank-you
2026-07-21,T20004,generate_lead,google,cpc,/trial/confirmed
2026-07-21,T20005,purchase,linkedin,paid-social,/demo/thank-you
2026-07-21,T20006,purchase,(direct),(none),/checkout/success
2026-07-22,T21000,purchase,newsletter,email,/checkout/success
2026-07-22,T21001,generate_lead,newsletter,email,/contact/sent
2026-07-22,T21002,purchase,bing,cpc,/trial/confirmed
2026-07-22,T21003,purchase,(direct),(none),/trial/confirmed
2026-07-22,T21004,purchase,linkedin,paid-social,/contact/sent
2026-07-22,T21005,purchase,bing,cpc,/demo/thank-you
2026-07-22,T21006,purchase,bing,cpc,/demo/thank-you
2026-07-22,T21007,purchase,(direct),(none),/checkout/success
2026-07-22,T21008,purchase,(direct),(none),/demo/thank-you
2026-07-23,T22000,purchase,newsletter,email,/checkout/success
2026-07-23,T22001,purchase,google,cpc,/checkout/success
2026-07-23,T22002,purchase,(direct),(none),/demo/thank-you
2026-07-23,T22003,purchase,(direct),(none),/checkout/success
2026-07-23,T22004,purchase,newsletter,email,/contact/sent
2026-07-23,T22005,purchase,google,cpc,/demo/thank-you
2026-07-23,T22006,purchase,newsletter,email,/checkout/success
2026-07-23,T22007,purchase,google,cpc,/demo/thank-you
2026-07-23,T22008,purchase,newsletter,email,/demo/thank-you
2026-07-24,T23000,purchase,newsletter,email,/trial/confirmed
2026-07-24,T23001,purchase,linkedin,paid-social,/demo/thank-you
2026-07-24,T23002,generate_lead,newsletter,email,/checkout/success
2026-07-24,T23003,generate_lead,newsletter,email,/trial/confirmed
2026-07-24,T23004,purchase,google,cpc,/contact/sent
2026-07-24,T23005,purchase,linkedin,paid-social,/checkout/success
2026-07-24,T23006,purchase,google,cpc,/contact/sent
2026-07-25,T24000,purchase,google,cpc,/contact/sent
2026-07-25,T24001,generate_lead,linkedin,paid-social,/checkout/success
2026-07-25,T24002,generate_lead,bing,cpc,/contact/sent
2026-07-25,T24003,purchase,(direct),(none),/demo/thank-you
2026-07-25,T24004,purchase,google,cpc,/checkout/success
2026-07-25,T24005,purchase,bing,cpc,/contact/sent
2026-07-25,T24006,generate_lead,bing,cpc,/demo/thank-you
2026-07-26,T25000,purchase,(direct),(none),/checkout/success
2026-07-26,T25001,purchase,(direct),(none),/checkout/success
2026-07-26,T25002,purchase,bing,cpc,/trial/confirmed
2026-07-26,T25003,purchase,newsletter,email,/checkout/success
2026-07-26,T25004,purchase,newsletter,email,/checkout/success
2026-07-26,T25005,purchase,google,cpc,/demo/thank-you
2026-07-26,T25006,purchase,(direct),(none),/trial/confirmed
2026-07-27,T26000,purchase,(direct),(none),/trial/confirmed
2026-07-27,T26001,generate_lead,google,cpc,/contact/sent
2026-07-27,T26002,purchase,bing,cpc,/contact/sent
2026-07-27,T26003,purchase,google,cpc,/checkout/success
2026-07-27,T26004,purchase,(direct),(none),/checkout/success
2026-07-27,T26005,generate_lead,bing,cpc,/demo/thank-you
2026-07-27,T26006,generate_lead,(direct),(none),/contact/sent
2026-07-27,T26007,purchase,linkedin,paid-social,/trial/confirmed
2026-07-27,T26008,generate_lead,google,cpc,/trial/confirmed
2026-07-28,T27000,purchase,google,cpc,/contact/sent
2026-07-28,T27001,purchase,bing,cpc,/demo/thank-you
2026-07-28,T27002,purchase,newsletter,email,/trial/confirmed
2026-07-28,T27003,purchase,newsletter,email,/trial/confirmed
2026-07-28,T27004,purchase,newsletter,email,/contact/sent
2026-07-28,T27005,purchase,newsletter,email,/checkout/success
2026-07-28,T27006,purchase,(direct),(none),/trial/confirmed
2026-07-28,T27007,generate_lead,newsletter,email,/checkout/success
2026-07-28,T27008,purchase,newsletter,email,/demo/thank-you
2026-07-28,T27009,purchase,(direct),(none),/checkout/success
