date,transaction_id,event_name,source,medium,page_path
2026-07-06,T05002,purchase,google,cpc,/checkout/success
2026-07-06,T05003,purchase,(direct),(none),/trial/confirmed
2026-07-06,T05004,purchase,google,cpc,/demo/thank-you
2026-07-06,T05005,purchase,(direct),(none),/checkout/success
2026-07-06,T05006,purchase,google,cpc,/contact/sent
2026-07-06,T05007,generate_lead,bing,cpc,/trial/confirmed
2026-07-07,T06000,purchase,google,cpc,/checkout/success
2026-07-07,T06001,purchase,(direct),(none),/contact/sent
2026-07-07,T06002,generate_lead,google,cpc,/demo/thank-you
2026-07-07,T06003,purchase,google,cpc,/demo/thank-you
2026-07-07,T06004,purchase,(direct),(none),/demo/thank-you
2026-07-07,T06005,purchase,linkedin,paid-social,/trial/confirmed
2026-07-07,T06006,purchase,newsletter,email,/trial/confirmed
2026-07-07,T06007,purchase,linkedin,paid-social,/trial/confirmed
2026-07-07,T06008,purchase,newsletter,email,/contact/sent
2026-07-07,T06009,purchase,bing,cpc,/checkout/success
2026-07-07,T06010,purchase,(direct),(none),/checkout/success
2026-07-08,T07000,purchase,newsletter,email,/demo/thank-you
2026-07-08,T07001,purchase,newsletter,email,/demo/thank-you
2026-07-08,T07002,purchase,newsletter,email,/demo/thank-you
2026-07-08,T07003,purchase,(direct),(none),/checkout/success
2026-07-08,T07004,purchase,linkedin,paid-social,/checkout/success
2026-07-08,T07005,purchase,google,cpc,/trial/confirmed
2026-07-08,T07006,purchase,google,cpc,/demo/thank-you
2026-07-08,T07007,purchase,(direct),(none),/demo/thank-you
2026-07-08,T07008,purchase,newsletter,email,/checkout/success
2026-07-08,T07009,purchase,google,cpc,/trial/confirmed
2026-07-08,T07010,purchase,newsletter,email,/trial/confirmed
2026-07-09,T08000,purchase,newsletter,email,/contact/sent
2026-07-09,T08001,generate_lead,google,cpc,/checkout/success
2026-07-09,T08002,purchase,newsletter,email,/checkout/success
2026-07-09,T08003,purchase,bing,cpc,/checkout/success
2026-07-09,T08004,purchase,bing,cpc,/demo/thank-you
2026-07-09,T08005,purchase,google,cpc,/trial/confirmed
2026-07-09,T08006,purchase,newsletter,email,/contact/sent
2026-07-09,T08007,purchase,newsletter,email,/demo/thank-you
2026-07-09,T08008,purchase,linkedin,paid-social,/contact/sent
2026-07-09,T08009,purchase,newsletter,email,/demo/thank-you
2026-07-10,T09000,generate_lead,(direct),(none),/trial/confirmed
2026-07-10,T09001,purchase,google,cpc,/demo/thank-you
2026-07-10,T09002,purchase,bing,cpc,/contact/sent
2026-07-10,T09003,purchase,newsletter,email,/checkout/success
2026-07-10,T09004,purchase,newsletter,email,/checkout/success
2026-07-10,T09005,purchase,newsletter,email,/contact/sent
2026-07-10,T09006,purchase,newsletter,email,/demo/thank-you
2026-07-10,T09007,generate_lead,linkedin,paid-social,/demo/thank-you
2026-07-10,T09008,generate_lead,bing,cpc,/checkout/success
2026-07-11,T10000,purchase,linkedin,paid-social,/trial/confirmed
2026-07-11,T10001,purchase,google,cpc,/trial/confirmed
2026-07-11,T10002,purchase,linkedin,paid-social,/trial/confirmed
2026-07-11,T10003,purchase,bing,cpc,/checkout/success
2026-07-11,T10004,generate_lead,newsletter,email,/checkout/success
2026-07-11,T10005,purchase,linkedin,paid-social,/checkout/success
2026-07-11,T10006,purchase,bing,cpc,/trial/confirmed
2026-07-11,T10007,purchase,(direct),(none),/trial/confirmed
2026-07-11,T10008,purchase,linkedin,paid-social,/contact/sent
2026-07-11,T10009,purchase,bing,cpc,/contact/sent
2026-07-12,T11000,purchase,newsletter,email,/checkout/success
2026-07-12,T11001,purchase,google,cpc,/demo/thank-you
2026-07-12,T11002,purchase,newsletter,email,/trial/confirmed
2026-07-12,T11003,purchase,bing,cpc,/contact/sent
2026-07-12,T11004,purchase,linkedin,paid-social,/trial/confirmed
2026-07-12,T11005,purchase,google,cpc,/demo/thank-you
2026-07-12,T11006,purchase,bing,cpc,/demo/thank-you
2026-07-12,T11007,generate_lead,google,cpc,/checkout/success
2026-07-12,T11008,purchase,newsletter,email,/checkout/success
2026-07-12,T11009,purchase,(direct),(none),/trial/confirmed
2026-07-13,T12000,purchase,google,cpc,/contact/sent
2026-07-13,T12001,purchase,linkedin,paid-social,/contact/sent
2026-07-13,T12002,purchase,google,cpc,/checkout/success
2026-07-13,T12003,purchase,bing,cpc,/trial/confirmed
2026-07-13,T12004,purchase,(direct),(none),/checkout/success
2026-07-13,T12005,generate_lead,(direct),(none),/trial/confirmed
2026-07-13,T12006,purchase,(direct),(none),/trial/confirmed
2026-07-13,T12007,generate_lead,bing,cpc,/checkout/success
2026-07-14,T13000,purchase,(direct),(none),/contact/sent
2026-07-14,T13001,generate_lead,linkedin,paid-social,/checkout/success
2026-07-14,T13002,purchase,newsletter,email,/contact/sent
2026-07-14,T13003,generate_lead,google,cpc,/trial/confirmed
2026-07-14,T13004,generate_lead,newsletter,email,/demo/thank-you
2026-07-14,T13005,purchase,linkedin,paid-social,/checkout/success
2026-07-14,T13006,purchase,newsletter,email,/trial/confirmed
2026-07-14,T13007,purchase,newsletter,email,/trial/confirmed
2026-07-15,T14000,purchase,bing,cpc,/demo/thank-you
2026-07-15,T14001,purchase,(direct),(none),/trial/confirmed
2026-07-15,T14002,purchase,newsletter,email,/contact/sent
2026-07-15,T14003,purchase,linkedin,paid-social,/demo/thank-you
2026-07-15,T14004,purchase,(direct),(none),/contact/sent
2026-07-15,T14005,purchase,(direct),(none),/trial/confirmed
2026-07-15,T14006,purchase,linkedin,paid-social,/demo/thank-you
2026-07-15,T14007,generate_lead,(direct),(none),/trial/confirmed
2026-07-16,T15000,generate_lead,google,cpc,/trial/confirmed
2026-07-16,T15001,purchase,newsletter,email,/trial/confirmed
2026-07-16,T15002,purchase,newsletter,email,/contact/sent
2026-07-16,T15003,purchase,linkedin,paid-social,/checkout/success
2026-07-16,T15004,purchase,google,cpc,/contact/sent
2026-07-16,T15005,purchase,bing,cpc,/demo/thank-you
2026-07-16,T15006,purchase,linkedin,paid-social,/demo/thank-you
2026-07-16,T15007,purchase,google,cpc,/checkout/success
2026-07-16,T15008,purchase,newsletter,email,/checkout/success
2026-07-17,T16000,purchase,bing,cpc,/demo/thank-you
2026-07-17,T16001,purchase,bing,cpc,/trial/confirmed
2026-07-17,T16002,purchase,linkedin,paid-social,/trial/confirmed
2026-07-17,T16003,purchase,bing,cpc,/demo/thank-you
2026-07-17,T16004,purchase,(direct),(none),/contact/sent
2026-07-17,T16005,purchase,(direct),(none),/checkout/success
2026-07-17,T16006,generate_lead,bing,cpc,/trial/confirmed
2026-07-17,T16007,purchase,bing,cpc,/checkout/success
2026-07-17,T16008,purchase,(direct),(none),/contact/sent
2026-07-17,T16009,purchase,(direct),(none),/contact/sent
2026-07-18,T17000,purchase,bing,cpc,/contact/sent
2026-07-18,T17001,generate_lead,google,cpc,/contact/sent
2026-07-18,T17002,purchase,google,cpc,/demo/thank-you
2026-07-18,T17003,purchase,bing,cpc,/contact/sent
2026-07-18,T17004,purchase,(direct),(none),/demo/thank-you
2026-07-18,T17005,purchase,google,cpc,/checkout/success
2026-07-18,T17006,purchase,linkedin,paid-social,/contact/sent
2026-07-18,T17007,purchase,(direct),(none),/demo/thank-you
2026-07-18,T17008,purchase,google,cpc,/checkout/success
2026-07-18,T17009,purchase,(direct),(none),/demo/thank-you
2026-07-19,T18000,generate_lead,linkedin,paid-social,/demo/thank-you
2026-07-19,T18001,purchase,newsletter,email,/trial/confirmed
2026-07-19,T18002,purchase,newsletter,email,/demo/thank-you
2026-07-19,T18003,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18004,purchase,bing,cpc,/trial/confirmed
2026-07-19,T18005,generate_lead,linkedin,paid-social,/contact/sent
2026-07-19,T18006,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18007,purchase,(direct),(none),/demo/thank-you
2026-07-20,T19000,purchase,(direct),(none),/contact/sent
2026-07-20,T19001,purchase,google,cpc,/contact/sent
2026-07-20,T19002,purchase,(direct),(none),/demo/thank-you
2026-07-20,T19003,purchase,google,cpc,/demo/thank-you
2026-07-20,T19004,purchase,(direct),(none),/contact/sent
2026-07-20,T19005,purchase,bing,cpc,/contact/sent
2026-07-20,T19006,purchase,google,cpc,/demo/thank-you
2026-07-20,T19007,purchase,google,cpc,/checkout/success
2026-07-21,T20000,purchase,bing,cpc,/contact/sent
2026-07-21,T20001,purchase,linkedin,paid-social,/demo/thank-you
2026-07-21,T20002,purchase,google,cpc,/checkout/success
2026-07-21,T20003,purchase,(direct),(none),/contact/sent
2026-07-21,T20004,purchase,(direct),(none),/contact/sent
2026-07-21,T20005,purchase,linkedin,paid-social,/contact/sent
2026-07-21,T20006,purchase,(direct),(none),/trial/confirmed
2026-07-21,T20007,purchase,bing,cpc,/demo/thank-you
2026-07-22,T21000,purchase,(direct),(none),/trial/confirmed
2026-07-22,T21001,generate_lead,bing,cpc,/demo/thank-you
2026-07-22,T21002,purchase,bing,cpc,/demo/thank-you
2026-07-22,T21003,purchase,newsletter,email,/trial/confirmed
2026-07-22,T21004,purchase,bing,cpc,/trial/confirmed
2026-07-22,T21005,purchase,linkedin,paid-social,/checkout/success
2026-07-22,T21006,purchase,linkedin,paid-social,/trial/confirmed
2026-07-22,T21007,purchase,bing,cpc,/trial/confirmed
2026-07-22,T21008,purchase,newsletter,email,/trial/confirmed
2026-07-23,T22000,purchase,newsletter,email,/contact/sent
2026-07-23,T22001,purchase,linkedin,paid-social,/trial/confirmed
2026-07-23,T22002,purchase,google,cpc,/contact/sent
2026-07-23,T22003,purchase,linkedin,paid-social,/demo/thank-you
2026-07-23,T22004,purchase,google,cpc,/trial/confirmed
2026-07-23,T22005,purchase,(direct),(none),/contact/sent
2026-07-23,T22006,generate_lead,(direct),(none),/trial/confirmed
2026-07-23,T22007,purchase,google,cpc,/demo/thank-you
2026-07-24,T23000,generate_lead,(direct),(none),/trial/confirmed
2026-07-24,T23001,purchase,newsletter,email,/demo/thank-you
2026-07-24,T23002,purchase,newsletter,email,/trial/confirmed
2026-07-24,T23003,purchase,newsletter,email,/demo/thank-you
2026-07-24,T23004,purchase,(direct),(none),/contact/sent
2026-07-24,T23005,generate_lead,bing,cpc,/contact/sent
2026-07-24,T23006,purchase,linkedin,paid-social,/checkout/success
2026-07-25,T24000,purchase,bing,cpc,/demo/thank-you
2026-07-25,T24001,purchase,newsletter,email,/contact/sent
2026-07-25,T24002,purchase,newsletter,email,/checkout/success
2026-07-25,T24003,purchase,newsletter,email,/checkout/success
2026-07-25,T24004,purchase,google,cpc,/demo/thank-you
2026-07-25,T24005,purchase,(direct),(none),/trial/confirmed
2026-07-25,T24006,generate_lead,google,cpc,/checkout/success
2026-07-25,T24007,purchase,bing,cpc,/trial/confirmed
2026-07-25,T24008,purchase,google,cpc,/trial/confirmed
2026-07-25,T24009,purchase,(direct),(none),/demo/thank-you
2026-07-25,T24010,purchase,(direct),(none),/contact/sent
2026-07-26,T25000,purchase,linkedin,paid-social,/demo/thank-you
2026-07-26,T25001,purchase,(direct),(none),/trial/confirmed
2026-07-26,T25002,purchase,(direct),(none),/demo/thank-you
2026-07-26,T25003,purchase,(direct),(none),/demo/thank-you
2026-07-26,T25004,purchase,google,cpc,/contact/sent
2026-07-26,T25005,purchase,bing,cpc,/contact/sent
2026-07-26,T25006,purchase,(direct),(none),/demo/thank-you
2026-07-26,T25007,purchase,bing,cpc,/trial/confirmed
2026-07-26,T25008,purchase,(direct),(none),/checkout/success
2026-07-27,T26000,purchase,newsletter,email,/trial/confirmed
2026-07-27,T26001,purchase,newsletter,email,/checkout/success
2026-07-27,T26002,purchase,linkedin,paid-social,/demo/thank-you
2026-07-27,T26003,purchase,(direct),(none),/checkout/success
2026-07-27,T26004,generate_lead,google,cpc,/demo/thank-you
2026-07-27,T26005,generate_lead,google,cpc,/contact/sent
2026-07-27,T26006,purchase,bing,cpc,/demo/thank-you
2026-07-28,T27000,purchase,(direct),(none),/demo/thank-you
2026-07-28,T27001,purchase,newsletter,email,/checkout/success
2026-07-28,T27002,purchase,bing,cpc,/checkout/success
2026-07-28,T27003,purchase,(direct),(none),/checkout/success
2026-07-28,T27004,generate_lead,(direct),(none),/trial/confirmed
2026-07-28,T27005,purchase,google,cpc,/checkout/success
2026-07-28,T27006,purchase,google,cpc,/checkout/success
2026-07-01,T00003-x0,purchase,(direct),(none),/checkout/success
2026-07-01,T00003-x1,purchase,(direct),(none),/checkout/success
2026-07-01,T00003-x2,purchase,(direct),(none),/checkout/success
2026-07-02,T01001-x0,generate_lead,newsletter,email,/checkout/success
2026-07-02,T01001-x1,generate_lead,newsletter,email,/checkout/success
2026-07-02,T01001-x2,generate_lead,newsletter,email,/checkout/success
2026-07-02,T01005-x0,generate_lead,linkedin,paid-social,/checkout/success
2026-07-02,T01005-x1,generate_lead,linkedin,paid-social,/checkout/success
2026-07-02,T01005-x2,generate_lead,linkedin,paid-social,/checkout/success
2026-07-03,T02002-x0,generate_lead,bing,cpc,/checkout/success
2026-07-03,T02002-x1,generate_lead,bing,cpc,/checkout/success
2026-07-03,T02002-x2,generate_lead,bing,cpc,/checkout/success
2026-07-03,T02003-x0,purchase,google,cpc,/checkout/success
2026-07-03,T02003-x1,purchase,google,cpc,/checkout/success
2026-07-03,T02003-x2,purchase,google,cpc,/checkout/success
2026-07-03,T02004-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02004-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02004-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02006-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02006-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02006-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02007-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02007-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-03,T02007-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-04,T03001-x0,purchase,bing,cpc,/checkout/success
2026-07-04,T03001-x1,purchase,bing,cpc,/checkout/success
2026-07-04,T03001-x2,purchase,bing,cpc,/checkout/success
2026-07-06,T05002-x0,purchase,google,cpc,/checkout/success
2026-07-06,T05002-x1,purchase,google,cpc,/checkout/success
2026-07-06,T05002-x2,purchase,google,cpc,/checkout/success
2026-07-06,T05005-x0,purchase,(direct),(none),/checkout/success
2026-07-06,T05005-x1,purchase,(direct),(none),/checkout/success
2026-07-06,T05005-x2,purchase,(direct),(none),/checkout/success
2026-07-07,T06000-x0,purchase,google,cpc,/checkout/success
2026-07-07,T06000-x1,purchase,google,cpc,/checkout/success
2026-07-07,T06000-x2,purchase,google,cpc,/checkout/success
2026-07-07,T06009-x0,purchase,bing,cpc,/checkout/success
2026-07-07,T06009-x1,purchase,bing,cpc,/checkout/success
2026-07-07,T06009-x2,purchase,bing,cpc,/checkout/success
2026-07-07,T06010-x0,purchase,(direct),(none),/checkout/success
2026-07-07,T06010-x1,purchase,(direct),(none),/checkout/success
2026-07-07,T06010-x2,purchase,(direct),(none),/checkout/success
2026-07-08,T07003-x0,purchase,(direct),(none),/checkout/success
2026-07-08,T07003-x1,purchase,(direct),(none),/checkout/success
2026-07-08,T07003-x2,purchase,(direct),(none),/checkout/success
2026-07-08,T07004-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-08,T07004-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-08,T07004-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-08,T07008-x0,purchase,newsletter,email,/checkout/success
2026-07-08,T07008-x1,purchase,newsletter,email,/checkout/success
2026-07-08,T07008-x2,purchase,newsletter,email,/checkout/success
2026-07-09,T08001-x0,generate_lead,google,cpc,/checkout/success
2026-07-09,T08001-x1,generate_lead,google,cpc,/checkout/success
2026-07-09,T08001-x2,generate_lead,google,cpc,/checkout/success
2026-07-09,T08002-x0,purchase,newsletter,email,/checkout/success
2026-07-09,T08002-x1,purchase,newsletter,email,/checkout/success
2026-07-09,T08002-x2,purchase,newsletter,email,/checkout/success
2026-07-09,T08003-x0,purchase,bing,cpc,/checkout/success
2026-07-09,T08003-x1,purchase,bing,cpc,/checkout/success
2026-07-09,T08003-x2,purchase,bing,cpc,/checkout/success
2026-07-10,T09003-x0,purchase,newsletter,email,/checkout/success
2026-07-10,T09003-x1,purchase,newsletter,email,/checkout/success
2026-07-10,T09003-x2,purchase,newsletter,email,/checkout/success
2026-07-10,T09004-x0,purchase,newsletter,email,/checkout/success
2026-07-10,T09004-x1,purchase,newsletter,email,/checkout/success
2026-07-10,T09004-x2,purchase,newsletter,email,/checkout/success
2026-07-10,T09008-x0,generate_lead,bing,cpc,/checkout/success
2026-07-10,T09008-x1,generate_lead,bing,cpc,/checkout/success
2026-07-10,T09008-x2,generate_lead,bing,cpc,/checkout/success
2026-07-11,T10003-x0,purchase,bing,cpc,/checkout/success
2026-07-11,T10003-x1,purchase,bing,cpc,/checkout/success
2026-07-11,T10003-x2,purchase,bing,cpc,/checkout/success
2026-07-11,T10004-x0,generate_lead,newsletter,email,/checkout/success
2026-07-11,T10004-x1,generate_lead,newsletter,email,/checkout/success
2026-07-11,T10004-x2,generate_lead,newsletter,email,/checkout/success
2026-07-11,T10005-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-11,T10005-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-11,T10005-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-12,T11000-x0,purchase,newsletter,email,/checkout/success
2026-07-12,T11000-x1,purchase,newsletter,email,/checkout/success
2026-07-12,T11000-x2,purchase,newsletter,email,/checkout/success
2026-07-12,T11007-x0,generate_lead,google,cpc,/checkout/success
2026-07-12,T11007-x1,generate_lead,google,cpc,/checkout/success
2026-07-12,T11007-x2,generate_lead,google,cpc,/checkout/success
2026-07-12,T11008-x0,purchase,newsletter,email,/checkout/success
2026-07-12,T11008-x1,purchase,newsletter,email,/checkout/success
2026-07-12,T11008-x2,purchase,newsletter,email,/checkout/success
2026-07-13,T12002-x0,purchase,google,cpc,/checkout/success
2026-07-13,T12002-x1,purchase,google,cpc,/checkout/success
2026-07-13,T12002-x2,purchase,google,cpc,/checkout/success
2026-07-13,T12004-x0,purchase,(direct),(none),/checkout/success
2026-07-13,T12004-x1,purchase,(direct),(none),/checkout/success
2026-07-13,T12004-x2,purchase,(direct),(none),/checkout/success
2026-07-13,T12007-x0,generate_lead,bing,cpc,/checkout/success
2026-07-13,T12007-x1,generate_lead,bing,cpc,/checkout/success
2026-07-13,T12007-x2,generate_lead,bing,cpc,/checkout/success
2026-07-14,T13001-x0,generate_lead,linkedin,paid-social,/checkout/success
2026-07-14,T13001-x1,generate_lead,linkedin,paid-social,/checkout/success
2026-07-14,T13001-x2,generate_lead,linkedin,paid-social,/checkout/success
2026-07-14,T13005-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-14,T13005-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-14,T13005-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-16,T15003-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-16,T15003-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-16,T15003-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-16,T15007-x0,purchase,google,cpc,/checkout/success
2026-07-16,T15007-x1,purchase,google,cpc,/checkout/success
2026-07-16,T15007-x2,purchase,google,cpc,/checkout/success
2026-07-16,T15008-x0,purchase,newsletter,email,/checkout/success
2026-07-16,T15008-x1,purchase,newsletter,email,/checkout/success
2026-07-16,T15008-x2,purchase,newsletter,email,/checkout/success
2026-07-17,T16005-x0,purchase,(direct),(none),/checkout/success
2026-07-17,T16005-x1,purchase,(direct),(none),/checkout/success
2026-07-17,T16005-x2,purchase,(direct),(none),/checkout/success
2026-07-17,T16007-x0,purchase,bing,cpc,/checkout/success
2026-07-17,T16007-x1,purchase,bing,cpc,/checkout/success
2026-07-17,T16007-x2,purchase,bing,cpc,/checkout/success
2026-07-18,T17005-x0,purchase,google,cpc,/checkout/success
2026-07-18,T17005-x1,purchase,google,cpc,/checkout/success
2026-07-18,T17005-x2,purchase,google,cpc,/checkout/success
2026-07-18,T17008-x0,purchase,google,cpc,/checkout/success
2026-07-18,T17008-x1,purchase,google,cpc,/checkout/success
2026-07-18,T17008-x2,purchase,google,cpc,/checkout/success
2026-07-19,T18003-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18003-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18003-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18006-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18006-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-19,T18006-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-20,T19007-x0,purchase,google,cpc,/checkout/success
2026-07-20,T19007-x1,purchase,google,cpc,/checkout/success
2026-07-20,T19007-x2,purchase,google,cpc,/checkout/success
2026-07-21,T20002-x0,purchase,google,cpc,/checkout/success
2026-07-21,T20002-x1,purchase,google,cpc,/checkout/success
2026-07-21,T20002-x2,purchase,google,cpc,/checkout/success
2026-07-22,T21005-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-22,T21005-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-22,T21005-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-24,T23006-x0,purchase,linkedin,paid-social,/checkout/success
2026-07-24,T23006-x1,purchase,linkedin,paid-social,/checkout/success
2026-07-24,T23006-x2,purchase,linkedin,paid-social,/checkout/success
2026-07-25,T24002-x0,purchase,newsletter,email,/checkout/success
2026-07-25,T24002-x1,purchase,newsletter,email,/checkout/success
2026-07-25,T24002-x2,purchase,newsletter,email,/checkout/success
2026-07-25,T24003-x0,purchase,newsletter,email,/checkout/success
2026-07-25,T24003-x1,purchase,newsletter,email,/checkout/success
2026-07-25,T24003-x2,purchase,newsletter,email,/checkout/success
2026-07-25,T24006-x0,generate_lead,google,cpc,/checkout/success
2026-07-25,T24006-x1,generate_lead,google,cpc,/checkout/success
2026-07-25,T24006-x2,generate_lead,google,cpc,/checkout/success
2026-07-26,T25008-x0,purchase,(direct),(none),/checkout/success
2026-07-26,T25008-x1,purchase,(direct),(none),/checkout/success
2026-07-26,T25008-x2,purchase,(direct),(none),/checkout/success
2026-07-27,T26001-x0,purchase,newsletter,email,/checkout/success
2026-07-27,T26001-x1,purchase,newsletter,email,/checkout/success
2026-07-27,T26001-x2,purchase,newsletter,email,/checkout/success
2026-07-27,T26003-x0,purchase,(direct),(none),/checkout/success
2026-07-27,T26003-x1,purchase,(direct),(none),/checkout/success
2026-07-27,T26003-x2,purchase,(direct),(none),/checkout/success
2026-07-28,T27001-x0,purchase,newsletter,email,/checkout/success
2026-07-28,T27001-x1,purchase,newsletter,email,/checkout/success
2026-07-28,T27001-x2,purchase,newsletter,email,/checkout/success
2026-07-28,T27002-x0,purchase,bing,cpc,/checkout/success
2026-07-28,T27002-x1,purchase,bing,cpc,/checkout/success
2026-07-28,T27002-x2,purchase,bing,cpc,/checkout/success
2026-07-28,T27003-x0,purchase,(direct),(none),/checkout/success
2026-07-28,T27003-x1,purchase,(direct),(none),/checkout/success
2026-07-28,T27003-x2,purchase,(direct),(none),/checkout/success
2026-07-28,T27005-x0,purchase,google,cpc,/checkout/success
2026-07-28,T27005-x1,purchase,google,cpc,/checkout/success
2026-07-28,T27005-x2,purchase,google,cpc,/checkout/success
2026-07-28,T27006-x0,purchase,google,cpc,/checkout/success
2026-07-28,T27006-x1,purchase,google,cpc,/checkout/success
2026-07-28,T27006-x2,purchase,google,cpc,/checkout/success
